,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
0,"Tue, Oct 17, 2017",8:01p,Boston Celtics,99,Cleveland Cavaliers,102,Box Score,,20562,
1,"Tue, Oct 17, 2017",10:30p,Houston Rockets,122,Golden State Warriors,121,Box Score,,19596,
2,"Wed, Oct 18, 2017",7:00p,Charlotte Hornets,90,Detroit Pistons,102,Box Score,,20491,
3,"Wed, Oct 18, 2017",7:00p,Brooklyn Nets,131,Indiana Pacers,140,Box Score,,15008,
4,"Wed, Oct 18, 2017",7:00p,Miami Heat,109,Orlando Magic,116,Box Score,,18846,
5,"Wed, Oct 18, 2017",7:00p,Philadelphia 76ers,115,Washington Wizards,120,Box Score,,20356,
6,"Wed, Oct 18, 2017",7:30p,Milwaukee Bucks,108,Boston Celtics,100,Box Score,,18624,
7,"Wed, Oct 18, 2017",8:00p,New Orleans Pelicans,91,Memphis Grizzlies,103,Box Score,,17794,
8,"Wed, Oct 18, 2017",8:30p,Atlanta Hawks,117,Dallas Mavericks,111,Box Score,,19709,
9,"Wed, Oct 18, 2017",9:00p,Denver Nuggets,96,Utah Jazz,106,Box Score,,17588,
10,"Wed, Oct 18, 2017",9:30p,Minnesota Timberwolves,99,San Antonio Spurs,107,Box Score,,18418,
11,"Wed, Oct 18, 2017",10:00p,Portland Trail Blazers,124,Phoenix Suns,76,Box Score,,18055,
12,"Wed, Oct 18, 2017",10:00p,Houston Rockets,105,Sacramento Kings,100,Box Score,,17583,
13,"Thu, Oct 19, 2017",7:30p,Chicago Bulls,100,Toronto Raptors,117,Box Score,,19800,
14,"Thu, Oct 19, 2017",8:00p,New York Knicks,84,Oklahoma City Thunder,105,Box Score,,18203,
15,"Thu, Oct 19, 2017",10:30p,Los Angeles Clippers,108,Los Angeles Lakers,92,Box Score,,18997,
16,"Fri, Oct 20, 2017",7:00p,Atlanta Hawks,91,Charlotte Hornets,109,Box Score,,18417,
17,"Fri, Oct 20, 2017",7:00p,Portland Trail Blazers,114,Indiana Pacers,96,Box Score,,15325,
18,"Fri, Oct 20, 2017",7:00p,Cleveland Cavaliers,116,Milwaukee Bucks,97,Box Score,,18717,
19,"Fri, Oct 20, 2017",7:00p,Boston Celtics,102,Philadelphia 76ers,92,Box Score,,20816,
20,"Fri, Oct 20, 2017",7:00p,Detroit Pistons,111,Washington Wizards,115,Box Score,,16337,
21,"Fri, Oct 20, 2017",7:30p,Orlando Magic,121,Brooklyn Nets,126,Box Score,,16144,
22,"Fri, Oct 20, 2017",8:00p,Utah Jazz,97,Minnesota Timberwolves,100,Box Score,,18978,
23,"Fri, Oct 20, 2017",8:30p,Sacramento Kings,93,Dallas Mavericks,88,Box Score,,19273,
24,"Fri, Oct 20, 2017",9:30p,Golden State Warriors,128,New Orleans Pelicans,120,Box Score,,18171,
25,"Fri, Oct 20, 2017",10:00p,Los Angeles Lakers,132,Phoenix Suns,130,Box Score,,18055,
26,"Sat, Oct 21, 2017",7:30p,Philadelphia 76ers,94,Toronto Raptors,128,Box Score,,19800,
27,"Sat, Oct 21, 2017",8:00p,San Antonio Spurs,87,Chicago Bulls,77,Box Score,,21640,
28,"Sat, Oct 21, 2017",8:00p,Orlando Magic,114,Cleveland Cavaliers,93,Box Score,,20562,
29,"Sat, Oct 21, 2017",8:00p,Dallas Mavericks,91,Houston Rockets,107,Box Score,,18055,
30,"Sat, Oct 21, 2017",8:00p,Golden State Warriors,101,Memphis Grizzlies,111,Box Score,,17794,
31,"Sat, Oct 21, 2017",8:00p,Indiana Pacers,108,Miami Heat,112,Box Score,,19600,
32,"Sat, Oct 21, 2017",8:00p,Detroit Pistons,111,New York Knicks,107,Box Score,,19812,
33,"Sat, Oct 21, 2017",8:30p,Portland Trail Blazers,110,Milwaukee Bucks,113,Box Score,,16211,
34,"Sat, Oct 21, 2017",9:00p,Sacramento Kings,79,Denver Nuggets,96,Box Score,,19520,
35,"Sat, Oct 21, 2017",9:00p,Oklahoma City Thunder,87,Utah Jazz,96,Box Score,,18300,
36,"Sat, Oct 21, 2017",10:30p,Phoenix Suns,88,Los Angeles Clippers,130,Box Score,,19068,
37,"Sun, Oct 22, 2017",3:30p,Atlanta Hawks,104,Brooklyn Nets,116,Box Score,,13917,
38,"Sun, Oct 22, 2017",7:00p,Minnesota Timberwolves,115,Oklahoma City Thunder,113,Box Score,,18203,
39,"Sun, Oct 22, 2017",9:30p,New Orleans Pelicans,119,Los Angeles Lakers,112,Box Score,,18997,
40,"Mon, Oct 23, 2017",7:00p,Philadelphia 76ers,97,Detroit Pistons,86,Box Score,,13709,
41,"Mon, Oct 23, 2017",7:30p,Atlanta Hawks,93,Miami Heat,104,Box Score,,19600,
42,"Mon, Oct 23, 2017",8:00p,Memphis Grizzlies,98,Houston Rockets,90,Box Score,,17129,
43,"Mon, Oct 23, 2017",8:00p,Charlotte Hornets,94,Milwaukee Bucks,103,Box Score,,12887,
44,"Mon, Oct 23, 2017",8:30p,Golden State Warriors,133,Dallas Mavericks,103,Box Score,,19875,
45,"Mon, Oct 23, 2017",8:30p,Toronto Raptors,97,San Antonio Spurs,101,Box Score,,18418,
46,"Mon, Oct 23, 2017",9:00p,Washington Wizards,109,Denver Nuggets,104,Box Score,,14294,
47,"Mon, Oct 23, 2017",10:00p,Sacramento Kings,115,Phoenix Suns,117,Box Score,,14903,
48,"Tue, Oct 24, 2017",7:00p,Chicago Bulls,112,Cleveland Cavaliers,119,Box Score,,20562,
49,"Tue, Oct 24, 2017",7:00p,Brooklyn Nets,121,Orlando Magic,125,Box Score,,16015,
50,"Tue, Oct 24, 2017",7:30p,New York Knicks,89,Boston Celtics,110,Box Score,,18624,
51,"Tue, Oct 24, 2017",8:00p,Indiana Pacers,130,Minnesota Timberwolves,107,Box Score,,14353,
52,"Tue, Oct 24, 2017",10:00p,New Orleans Pelicans,93,Portland Trail Blazers,103,Box Score,,19446,
53,"Tue, Oct 24, 2017",10:30p,Utah Jazz,84,Los Angeles Clippers,102,Box Score,,16607,
54,"Wed, Oct 25, 2017",7:00p,Denver Nuggets,93,Charlotte Hornets,110,Box Score,,14253,
55,"Wed, Oct 25, 2017",7:00p,Minnesota Timberwolves,101,Detroit Pistons,122,Box Score,,13790,
56,"Wed, Oct 25, 2017",7:00p,Houston Rockets,105,Philadelphia 76ers,104,Box Score,,20682,
57,"Wed, Oct 25, 2017",7:30p,Cleveland Cavaliers,107,Brooklyn Nets,112,Box Score,,17732,
